antibiotic	measurement_value	resistant_phenotype	evidence	genome_id	genome_name	laboratory_typing_method	taxon_id	measurement_sign	measurement_unit
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7850	Acinetobacter baumannii strain MRSN7455	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	8/152	Resistant	Laboratory Method	470.7859	Acinetobacter baumannii strain MRSN7465	Broth dilution	470	=	mg/L
trimethoprim/sulfamethoxazole	8/152	Resistant	Laboratory Method	470.7391	Acinetobacter baumannii strain FDA-CDC-AR_0291	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.8101	Acinetobacter baumannii strain MRSN922	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7925	Acinetobacter baumannii strain MRSN7567	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7514	Acinetobacter baumannii strain MRSN11823	Broth dilution	470	>=	mg/L
cefazolin	64	Resistant	Laboratory Method	470.8041	Acinetobacter baumannii strain MRSN7776	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7929	Acinetobacter baumannii strain MRSN7571	Broth dilution	470	>	mg/L
piperacillin/tazobactam	256/4	Resistant	Laboratory Method	470.7354	Acinetobacter baumannii strain BL05	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7603	Acinetobacter baumannii strain MRSN7108	Broth dilution	470	>=	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7480	Acinetobacter baumannii strain MRSN11767	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7964	Acinetobacter baumannii strain MRSN7639	Broth dilution	470	>=	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7977	Acinetobacter baumannii strain MRSN7658	Broth dilution	470	>=	mg/L
ceftriaxone	64	Resistant	Laboratory Method	470.7584	Acinetobacter baumannii strain MRSN3851	Broth dilution	470	>=	mg/L
piperacillin/tazobactam		Resistant	Laboratory Method	470.6219	Acinetobacter baumannii strain AB_115	Disk diffusion	470		
piperacillin/tazobactam		Resistant	Laboratory Method	470.16309	Acinetobacter baumannii 91_an	Disk diffusion	470		
nitrofurantoin	512	Resistant	Laboratory Method	470.7689	Acinetobacter baumannii strain MRSN7235	Broth dilution	470	>=	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7684	Acinetobacter baumannii strain MRSN7227	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.8083	Acinetobacter baumannii strain MRSN890	Broth dilution	470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7907	Acinetobacter baumannii strain MRSN7535	Broth dilution	470	>	mg/L
carbenicillin		Resistant	Laboratory Method	470.24298	Acinetobacter baumannii MGL_Ab_1	Disk diffusion	470		
cefotaxime	32	Resistant	Laboratory Method	470.7688	Acinetobacter baumannii strain MRSN7232	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7617	Acinetobacter baumannii strain MRSN7128	Broth dilution	470	>=	mg/L
doxycycline		Resistant	Laboratory Method	470.5304	Acinetobacter baumannii strain Pesh-28		470		
ceftazidime	16	Resistant	Laboratory Method	470.7748	Acinetobacter baumannii strain MRSN7310	Broth dilution	470	>	mg/L
chloramphenicol		Resistant	Laboratory Method	470.22916	Acinetobacter baumannii MGL_59	Disk diffusion	470		
ceftazidime	16	Resistant	Laboratory Method	470.7888	Acinetobacter baumannii strain MRSN7504	Broth dilution	470	>	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7815	Acinetobacter baumannii strain MRSN7398	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7451	Acinetobacter baumannii strain MRSN11726	Broth dilution	470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7914	Acinetobacter baumannii strain MRSN7549	Broth dilution	470	>	mg/L
gentamicin		Resistant	Laboratory Method	470.731	Acinetobacter baumannii ABUH126106		470		
cefazolin	64	Resistant	Laboratory Method	470.7564	Acinetobacter baumannii strain MRSN1971	Broth dilution	470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.8063	Acinetobacter baumannii strain MRSN7819	Broth dilution	470	>	mg/L
ticarcillin/clavulanic acid		Resistant	Laboratory Method	470.618	Acinetobacter baumannii ABUH304350		470		
moxifloxacin	8	Resistant	Laboratory Method	470.7549	Acinetobacter baumannii strain MRSN15079	Broth dilution	470	>=	mg/L
ceftriaxone	64	Resistant	Laboratory Method	470.7810	Acinetobacter baumannii strain MRSN7391	Broth dilution	470	>=	mg/L
cefotaxime	32	Resistant	Laboratory Method	470.7592	Acinetobacter baumannii strain MRSN7079	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7864	Acinetobacter baumannii strain MRSN7471	Broth dilution	470	>=	mg/L
amikacin	64	Resistant	Laboratory Method	470.7391	Acinetobacter baumannii strain FDA-CDC-AR_0291	Broth dilution	470	>	mg/L
cefoxitin	64	Resistant	Laboratory Method	470.7846	Acinetobacter baumannii strain MRSN7446	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7956	Acinetobacter baumannii strain MRSN7619	Broth dilution	470	>	mg/L
tetracycline	16	Resistant	Laboratory Method	470.2255	Acinetobacter baumannii strain CCF18		470	>=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.1563	Acinetobacter baumannii strain MRSN5540	Broth dilution	470	>	mg/L
tetracycline	8	Resistant	Laboratory Method	470.8088	Acinetobacter baumannii strain MRSN891	Broth dilution	470	>	mg/L
piperacillin/tazobactam		Resistant	Laboratory Method	470.16227	Acinetobacter baumannii BAL_230	Disk diffusion	470		
tetracycline	8	Resistant	Laboratory Method	470.8075	Acinetobacter baumannii strain MRSN867	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7830	Acinetobacter baumannii strain MRSN7415	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.8019	Acinetobacter baumannii strain MRSN7722	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7957	Acinetobacter baumannii strain MRSN7626	Broth dilution	470	>=	mg/L
ceftazidime		Resistant	Laboratory Method	470.697	Acinetobacter baumannii ABUH370301		470		
tetracycline	8	Resistant	Laboratory Method	470.7554	Acinetobacter baumannii strain MRSN15084	Broth dilution	470	>	mg/L
ciprofloxacin	32	Resistant	Laboratory Method	470.5040	Acinetobacter baumannii strain CCUG 70743	Broth dilution	470	>	mg/L
imipenem		Resistant	Laboratory Method	470.16249	Acinetobacter baumannii BAL_306	Disk diffusion	470		
gentamicin	16	Resistant	Laboratory Method	470.7390	Acinetobacter baumannii strain FDA-CDC-AR_0290	Broth dilution	470	>	mg/L
amikacin		Resistant	Laboratory Method	470.6236	Acinetobacter baumannii strain AB_002	Disk diffusion	470		
moxifloxacin	8	Resistant	Laboratory Method	470.7536	Acinetobacter baumannii strain MRSN15048	Broth dilution	470	>=	mg/L
cefepime		Resistant	Laboratory Method	470.677	Acinetobacter baumannii ABUH129409		470		
ampicillin/sulbactam		Resistant	Laboratory Method	470.6198	Acinetobacter baumannii strain AB_394	Disk diffusion	470		
ciprofloxacin	4	Resistant	Laboratory Method	470.8095	Acinetobacter baumannii strain MRSN915	Broth dilution	470	>=	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7670	Acinetobacter baumannii strain MRSN7209	Broth dilution	470	>	mg/L
levofloxacin	8	Resistant	Laboratory Method	470.8106	Acinetobacter baumannii strain MRSN946	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7585	Acinetobacter baumannii strain MRSN4481	Broth dilution	470	>=	mg/L
ceftazidime	32	Resistant	Laboratory Method	470.2287	Acinetobacter baumannii strain CCF32		470	>=	mg/L
tobramycin		Resistant	Laboratory Method	470.640	Acinetobacter baumannii ABUH326495		470		
ceftriaxone	32	Resistant	Laboratory Method	470.7965	Acinetobacter baumannii strain MRSN7640	Broth dilution	470	>	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7903	Acinetobacter baumannii strain MRSN7525	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7965	Acinetobacter baumannii strain MRSN7640	Broth dilution	470	>	mg/L
cefotaxime		Resistant	Laboratory Method	470.722	Acinetobacter baumannii ABUH134167		470		
gentamicin	8	Resistant	Laboratory Method	470.7437	Acinetobacter baumannii strain MRSN11706	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.8034	Acinetobacter baumannii strain MRSN7756	Broth dilution	470	>	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7644	Acinetobacter baumannii strain MRSN7161	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7817	Acinetobacter baumannii strain MRSN7402	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7755	Acinetobacter baumannii strain MRSN7322	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7936	Acinetobacter baumannii strain MRSN7582	Broth dilution	470	>=	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7590	Acinetobacter baumannii strain MRSN7073	Broth dilution	470	>=	mg/L
imipenem	8	Resistant	Laboratory Method	470.7946	Acinetobacter baumannii strain MRSN7599	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7501	Acinetobacter baumannii strain MRSN11803	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7645	Acinetobacter baumannii strain MRSN7162	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7550	Acinetobacter baumannii strain MRSN15080	Broth dilution	470	>	mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.8075	Acinetobacter baumannii strain MRSN867	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7954	Acinetobacter baumannii strain MRSN7617	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7774	Acinetobacter baumannii strain MRSN7350	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7417	Acinetobacter baumannii strain MRSN11650	Broth dilution	470	>=	mg/L
meropenem	16	Resistant	Laboratory Method	470.7582	Acinetobacter baumannii strain MRSN3607	Broth dilution	470	>=	mg/L
meropenem	8	Resistant	Laboratory Method	470.7954	Acinetobacter baumannii strain MRSN7617	Broth dilution	470	>	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7924	Acinetobacter baumannii strain MRSN7566	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	8/152	Resistant	Laboratory Method	470.7450	Acinetobacter baumannii strain MRSN11725	Broth dilution	470	=	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.676	Acinetobacter baumannii ABUH293412		470		
cefoxitin	64	Resistant	Laboratory Method	470.8017	Acinetobacter baumannii strain MRSN7718	Broth dilution	470	>=	mg/L
aztreonam	16	Resistant	Laboratory Method	470.7567	Acinetobacter baumannii strain MRSN1987	Broth dilution	470	>	mg/L
amikacin	32	Resistant	Laboratory Method	470.8043	Acinetobacter baumannii strain MRSN7779	Broth dilution	470	>	mg/L
penicillin		Resistant	Laboratory Method	470.24273	Acinetobacter baumannii MGL_179	Disk diffusion	470		
ceftriaxone		Resistant	Laboratory Method	470.6196	Acinetobacter baumannii strain AB_156	Disk diffusion	470		
chloramphenicol		Resistant	Laboratory Method	470.22922	Acinetobacter baumannii MGL_166	Disk diffusion	470		
imipenem	8	Resistant	Laboratory Method	470.2295	Acinetobacter baumannii strain CCF62		470	>=	mg/L
gentamicin		Resistant	Laboratory Method	470.16298	Acinetobacter baumannii 20_an	Disk diffusion	470		
amikacin	32	Resistant	Laboratory Method	470.8090	Acinetobacter baumannii strain MRSN899	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7898	Acinetobacter baumannii strain MRSN7518	Broth dilution	470	>	mg/L
ciprofloxacin	32	Resistant	Laboratory Method	470.2428	Acinetobacter baumannii A074	Broth dilution	470		mg/L
nitrofurantoin	512	Resistant	Laboratory Method	470.7916	Acinetobacter baumannii strain MRSN7551	Broth dilution	470	>=	mg/L
cefepime	32	Resistant	Laboratory Method	470.2843	Acinetobacter baumannii strain AR_0036	Broth dilution	470	=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7799	Acinetobacter baumannii strain MRSN7379	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7802	Acinetobacter baumannii strain MRSN7382	Broth dilution	470	>	mg/L
ceftazidime		Resistant	Laboratory Method	470.16207	Acinetobacter baumannii BAL_128	Disk diffusion	470		
ceftriaxone	32	Resistant	Laboratory Method	470.7792	Acinetobacter baumannii strain MRSN7370	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7578	Acinetobacter baumannii strain MRSN2839	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7711	Acinetobacter baumannii strain MRSN7259	Broth dilution	470	>=	mg/L
trimethoprim/sulfamethoxazole	4/76	Resistant	Laboratory Method	470.7645	Acinetobacter baumannii strain MRSN7162	Broth dilution	470	=	mg/L
tetracycline		Resistant	Laboratory Method	470.676	Acinetobacter baumannii ABUH293412		470		
ceftriaxone	64	Resistant	Laboratory Method	470.2247	Acinetobacter baumannii strain CCF6		470	>=	mg/L
ceftazidime		Resistant	Laboratory Method	470.1745	Acinetobacter baumannii strain D78	Disk diffusion	470		
ampicillin	32	Resistant	Laboratory Method	470.7829	Acinetobacter baumannii strain MRSN7414	Broth dilution	470	>=	mg/L
rifampin	14	Resistant	Laboratory Method	470.22934	Acinetobacter baumannii MGL_Ab_11	Disk diffusion	470		mm
gentamicin	16	Resistant	Laboratory Method	470.7403	Acinetobacter baumannii strain FDA-CDC-AR_0303	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7687	Acinetobacter baumannii strain MRSN7231	Broth dilution	470	>	mg/L
trimethoprim/sulfamethoxazole	16/304	Resistant	Laboratory Method	470.7554	Acinetobacter baumannii strain MRSN15084	Broth dilution	470	>=	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7415	Acinetobacter baumannii strain MRSN10371	Broth dilution	470	>=	mg/L
ampicillin/sulbactam		Resistant	Laboratory Method	470.6174	Acinetobacter baumannii strain AB_369	Disk diffusion	470		
azidothymidine	16	Resistant	Laboratory Method	470.2250	Acinetobacter baumannii strain CCF9		470	>=	mg/L
amikacin	32	Resistant	Laboratory Method	470.8057	Acinetobacter baumannii strain MRSN7811	Broth dilution	470	>	mg/L
cefazolin	64	Resistant	Laboratory Method	470.7892	Acinetobacter baumannii strain MRSN7509	Broth dilution	470	>=	mg/L
ampicillin	32	Resistant	Laboratory Method	470.7850	Acinetobacter baumannii strain MRSN7455	Broth dilution	470	>=	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7904	Acinetobacter baumannii strain MRSN7526	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7473	Acinetobacter baumannii strain MRSN11760	Broth dilution	470	>	mg/L
streptomycin		Resistant	Laboratory Method	470.24287	Acinetobacter baumannii MGL_Ab_14	Disk diffusion	470		
ciprofloxacin		Resistant	Laboratory Method	470.16235	Acinetobacter baumannii BAL_241	Disk diffusion	470		
sulfonamides		Resistant	Laboratory Method	470.1750	Acinetobacter baumannii strain WM98	Disk diffusion	470		
aztreonam	16	Resistant	Laboratory Method	470.7596	Acinetobacter baumannii strain MRSN7087	Broth dilution	470	>	mg/L
meropenem		Resistant	Laboratory Method	470.1333	Acinetobacter baumannii UH66_271		470		
meropenem	16	Resistant	Laboratory Method	470.1553	Acinetobacter baumannii strain MRSN16881	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.7539	Acinetobacter baumannii strain MRSN15066	Broth dilution	470	>	mg/L
ciprofloxacin	32	Resistant	Laboratory Method	470.2142	Acinetobacter baumannii A069	Broth dilution	470		mg/L
piperacillin/tazobactam		Resistant	Laboratory Method	470.16293	Acinetobacter baumannii 5_ax	Disk diffusion	470		
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.630	Acinetobacter baumannii ABUH195573		470		
tetracycline	8	Resistant	Laboratory Method	470.8040	Acinetobacter baumannii strain MRSN7769	Broth dilution	470	>	mg/L
ceftazidime	32	Resistant	Laboratory Method	470.8007	Acinetobacter baumannii strain MRSN7706	Broth dilution	470	=	mg/L
tetracycline	8	Resistant	Laboratory Method	470.7529	Acinetobacter baumannii strain MRSN15039	Broth dilution	470	>	mg/L
ciprofloxacin	2	Resistant	Laboratory Method	470.7806	Acinetobacter baumannii strain MRSN7387	Broth dilution	470	>	mg/L
amikacin		Resistant	Laboratory Method	470.16232	Acinetobacter baumannii BAL_235	Disk diffusion	470		
streptomycin		Resistant	Laboratory Method	470.22931	Acinetobacter baumannii MGL_Ab_12	Disk diffusion	470		
trimethoprim/sulfamethoxazole		Resistant	Laboratory Method	470.6209	Acinetobacter baumannii strain AB_203	Disk diffusion	470		
aztreonam	16	Resistant	Laboratory Method	470.7644	Acinetobacter baumannii strain MRSN7161	Broth dilution	470	>	mg/L
cefepime		Resistant	Laboratory Method	470.652	Acinetobacter baumannii ABUH381467		470		
amikacin		Resistant	Laboratory Method	470.16269	Acinetobacter baumannii BAL_361	Disk diffusion	470		
ceftriaxone		Resistant	Laboratory Method	470.16321	Acinetobacter baumannii 209_n	Disk diffusion	470		
ciprofloxacin	2	Resistant	Laboratory Method	470.8031	Acinetobacter baumannii strain MRSN7751	Broth dilution	470	>	mg/L
gentamicin		Resistant	Laboratory Method	470.16253	Acinetobacter baumannii BAL_320	Disk diffusion	470		
amikacin		Resistant	Laboratory Method	470.651	Acinetobacter baumannii ABUH225472		470		
meropenem		Resistant	Laboratory Method	470.768	Acinetobacter baumannii ABUH4556		470		
ceftriaxone	32	Resistant	Laboratory Method	470.7607	Acinetobacter baumannii strain MRSN7115	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7803	Acinetobacter baumannii strain MRSN7383	Broth dilution	470	>	mg/L
ceftazidime	32	Resistant	Laboratory Method	470.2301	Acinetobacter baumannii strain CCF67		470	>=	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.16298	Acinetobacter baumannii 20_an	Disk diffusion	470		
cefotaxime	32	Resistant	Laboratory Method	470.7859	Acinetobacter baumannii strain MRSN7465	Broth dilution	470	>	mg/L
ceftriaxone	32	Resistant	Laboratory Method	470.7400	Acinetobacter baumannii strain FDA-CDC-AR_0300	Broth dilution	470	>	mg/L
ceftriaxone	64	Resistant	Laboratory Method	470.7680	Acinetobacter baumannii strain MRSN7222	Broth dilution	470	>=	mg/L
ciprofloxacin		Resistant	Laboratory Method	470.761	Acinetobacter baumannii ABUH31539		470		
tobramycin	8	Resistant	Laboratory Method	470.7609	Acinetobacter baumannii strain MRSN7117	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.1560	Acinetobacter baumannii strain MRSN16874	Broth dilution	470	>	mg/L
levofloxacin	4	Resistant	Laboratory Method	470.7864	Acinetobacter baumannii strain MRSN7471	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32	Resistant	Laboratory Method	470.2295	Acinetobacter baumannii strain CCF62		470	>=	mg/L
levofloxacin	8	Resistant	Laboratory Method	470.7397	Acinetobacter baumannii strain FDA-CDC-AR_0297	Broth dilution	470	>	mg/L
gentamicin	8	Resistant	Laboratory Method	470.7992	Acinetobacter baumannii strain MRSN7678	Broth dilution	470	>	mg/L
ampicillin/sulbactam	32/16	Resistant	Laboratory Method	470.7890	Acinetobacter baumannii strain MRSN7506	Broth dilution	470	>=	mg/L
ceftriaxone	64	Resistant	Laboratory Method	470.7819	Acinetobacter baumannii strain MRSN7404	Broth dilution	470	>=	mg/L
ceftazidime	16	Resistant	Laboratory Method	470.8065	Acinetobacter baumannii strain MRSN7822	Broth dilution	470	>	mg/L
